age,gender,education,marital_status,credit_limit,credit_score,payment_ratio,days_overdue,num_prev_defaults,employment_months,debt_to_income,utilizacion_credito,loan_purpose,pay_hist_mes1,pay_hist_mes2,pay_hist_mes3,bill_amt_mes1,bill_amt_mes2,pay_amt_mes1,pay_amt_mes2,DEFAULT
61,2,3,3,100000,661,0.4469,60,0,8,0.0127,0.1115,consumo,2,2,-1,11154.0,22833.0,4557.0,3286.0,0
27,1,2,3,20000,607,0.1727,68,0,12,0.0638,1.0,vivienda,0,2,-1,105696.0,10171.0,105.0,20834.0,0
72,2,2,3,80000,635,0.3999,9,0,1,0.3624,1.0,educacion,0,-1,0,84467.0,91718.0,31082.0,7481.0,0
74,1,1,3,30000,653,1.092,210,1,39,0.0747,0.1788,consumo,0,7,0,5364.0,806.0,31360.0,2867.0,0
78,1,3,2,30000,783,0.3138,163,0,45,0.2386,1.0,vehiculo,0,-1,5,92036.0,16300.0,22941.0,23766.0,0
34,2,2,1,20000,639,1.0624,160,0,84,0.1737,1.0,educacion,1,0,0,57505.0,25033.0,13870.0,41177.0,0
31,2,1,1,100000,526,0.4406,211,1,2,0.7631,1.0,negocio,1,-1,4,128180.0,32892.0,3248.0,6627.0,1
27,1,2,1,10000,729,0.2276,60,1,25,0.1137,0.9916,vehiculo,0,-1,2,9917.0,41549.0,8700.0,9188.0,0
49,1,1,2,300000,422,0.1475,92,0,22,0.5508,0.1401,consumo,3,-1,-1,42021.0,118319.0,11246.0,10983.0,1
30,2,2,3,10000,692,0.2998,164,0,1,0.2371,1.0,consumo,5,5,-1,84144.0,21237.0,4177.0,2864.0,0
49,2,2,1,300000,787,0.3086,74,0,17,0.0255,0.1841,consumo,1,0,-1,55239.0,88791.0,3195.0,12797.0,0
29,1,2,1,50000,463,0.428,65,0,160,0.6755,0.7,consumo,-1,0,2,35002.0,31414.0,3847.0,40653.0,1
56,2,2,1,100000,510,0.4042,101,1,144,0.6102,0.043,vivienda,-1,3,-1,4296.0,27354.0,7330.0,6729.0,1
68,1,2,1,80000,684,0.312,284,0,58,0.1726,0.5706,negocio,9,-1,-1,45647.0,112954.0,20469.0,4511.0,0
30,1,1,1,50000,712,0.2995,159,1,34,0.1576,0.1183,consumo,0,5,-1,5916.0,99033.0,5954.0,10193.0,0
39,2,2,1,50000,618,0.4655,38,0,57,0.229,0.8445,consumo,1,-1,0,42223.0,7448.0,8289.0,6949.0,0
76,1,1,1,20000,616,0.7896,132,3,3,0.1996,1.0,educacion,0,4,0,23847.0,49900.0,27580.0,1013.0,1
51,1,1,2,50000,691,0.2149,33,0,45,0.0811,0.8615,vivienda,1,0,-1,43075.0,46221.0,2307.0,493.0,0
37,2,3,2,100000,620,0.465,222,3,2,0.4794,0.2689,vivienda,0,-1,7,26895.0,27609.0,30241.0,5907.0,1
29,2,1,1,100000,696,0.3942,282,0,7,0.3226,0.465,vehiculo,3,9,0,46501.0,14133.0,9763.0,11636.0,0
65,1,2,2,200000,702,0.203,2,0,15,0.181,0.4411,consumo,-1,0,-1,88218.0,123954.0,12232.0,27887.0,0
53,2,3,2,30000,536,1.2946,272,0,2,0.1256,0.0141,consumo,9,1,3,424.0,43971.0,27497.0,26271.0,0
54,2,2,2,20000,459,0.2012,250,3,31,0.5572,1.0,consumo,0,0,3,33062.0,12661.0,5529.0,4208.0,1
65,1,2,1,150000,751,0.1853,101,0,35,0.4521,0.7888,consumo,-1,3,-1,118319.0,10069.0,4680.0,1580.0,0
44,2,1,1,150000,547,0.2705,222,1,21,0.5277,0.3547,consumo,0,3,7,53209.0,41733.0,16585.0,43869.0,1
29,2,1,1,150000,805,0.1251,98,0,112,0.1341,0.4852,consumo,0,-1,1,72782.0,18362.0,14760.0,1431.0,0
27,2,2,1,20000,419,0.722,150,1,75,0.3621,0.4292,consumo,5,-1,0,8584.0,25682.0,2046.0,22986.0,1
36,2,2,1,200000,716,0.1918,124,2,34,0.3787,0.1001,educacion,-1,1,0,20012.0,69618.0,14989.0,3859.0,1
39,2,1,2,50000,803,0.3539,126,0,69,0.2514,0.237,consumo,0,3,0,11851.0,3689.0,4867.0,3203.0,0
59,1,2,1,50000,663,0.3209,64,0,45,0.2289,0.5728,educacion,1,2,-1,28642.0,107635.0,12327.0,19466.0,0
26,2,2,2,20000,768,0.3284,120,0,3,0.0289,1.0,vivienda,-1,0,-1,36112.0,41347.0,9479.0,812.0,0
70,1,1,1,20000,492,0.3056,247,4,97,0.1834,1.0,consumo,-1,8,-1,63144.0,116174.0,17767.0,10679.0,1
71,2,1,3,20000,610,0.475,102,0,2,0.2016,1.0,consumo,1,-1,-1,49072.0,30185.0,18254.0,2607.0,0
31,2,1,2,80000,628,0.544,132,0,35,0.2623,0.3522,vehiculo,-1,1,4,28175.0,20973.0,36617.0,21373.0,1
32,2,2,2,50000,527,0.2272,153,2,145,0.4366,0.3598,negocio,-1,0,2,17990.0,57604.0,16349.0,983.0,1
78,2,2,3,20000,663,0.2789,36,0,15,0.1267,1.0,vehiculo,0,-1,0,28536.0,41789.0,60616.0,4414.0,0
62,2,1,1,100000,540,0.6647,42,2,38,0.3228,0.0537,vehiculo,-1,0,1,5367.0,78706.0,12694.0,23615.0,1
33,1,3,2,50000,437,0.3179,192,2,156,0.443,0.236,educacion,-1,6,0,11798.0,76494.0,54947.0,28295.0,1
32,2,2,3,100000,777,0.1092,126,0,7,0.1645,1.0,educacion,-1,1,1,193530.0,16861.0,33574.0,2766.0,0
41,2,2,2,150000,463,0.3688,70,1,75,0.6389,0.1495,consumo,2,-1,0,22430.0,24339.0,28393.0,18780.0,1
30,2,1,1,100000,629,0.1414,155,1,22,0.2177,0.1839,consumo,-1,0,4,18394.0,16353.0,13318.0,402.0,0
40,2,2,2,10000,300,0.4726,96,1,21,0.418,1.0,vehiculo,2,1,-1,20059.0,110869.0,17767.0,45550.0,1
70,1,3,3,30000,470,0.3119,99,0,84,0.1801,0.222,educacion,-1,2,-1,6660.0,39148.0,12484.0,6197.0,0
56,1,3,2,10000,552,0.3794,64,1,53,0.1205,1.0,educacion,-1,-1,0,126333.0,226425.0,28207.0,52122.0,0
48,1,2,2,50000,446,0.1425,132,1,7,0.254,0.3005,consumo,4,0,-1,15023.0,46978.0,2879.0,9036.0,0
44,2,2,1,200000,726,0.1331,188,0,10,0.1155,0.1714,vehiculo,1,-1,0,34279.0,252516.0,1363.0,33254.0,0
25,1,1,2,150000,825,0.7024,44,1,6,0.1658,0.1179,negocio,-1,1,0,17689.0,6820.0,3638.0,3831.0,0
57,2,3,1,20000,624,0.6066,67,3,16,0.4851,1.0,vehiculo,-1,-1,0,86059.0,14067.0,5485.0,41276.0,1
32,2,2,3,100000,518,0.5924,42,0,4,0.4408,0.0777,educacion,-1,1,0,7774.0,7346.0,31354.0,6574.0,1
78,1,2,3,200000,612,0.1969,278,0,13,0.1289,0.4674,negocio,1,-1,-1,93484.0,11806.0,27465.0,135.0,0
55,2,2,3,200000,777,0.8054,13,1,37,0.0672,0.074,consumo,-1,0,-1,14808.0,71135.0,16140.0,19013.0,0
60,2,1,1,150000,579,0.1063,189,1,131,0.1584,0.0528,educacion,6,-1,0,7926.0,55058.0,7819.0,2054.0,0
74,1,1,2,30000,496,0.4665,188,1,71,0.2163,1.0,vehiculo,0,3,0,94941.0,1646.0,43040.0,15521.0,1
22,2,2,2,500000,645,0.4798,63,0,8,0.0576,0.0269,educacion,-1,1,2,13439.0,14420.0,33111.0,7444.0,0
70,2,2,2,150000,617,0.5616,283,0,15,0.2428,0.4699,vivienda,2,-1,0,70491.0,32259.0,26195.0,1128.0,0
61,1,2,1,100000,648,0.1181,91,1,87,0.6889,0.0418,vivienda,-1,-1,0,4175.0,17400.0,1851.0,6959.0,1
65,2,2,3,300000,672,0.2525,71,0,28,0.2304,0.7144,consumo,0,2,-1,214325.0,54063.0,2455.0,54438.0,0
59,2,1,2,50000,789,1.071,130,0,38,0.2647,0.4585,educacion,0,-1,0,22927.0,14623.0,34109.0,21580.0,0
62,1,1,2,50000,514,0.402,42,0,52,0.2402,1.0,vivienda,0,-1,-1,51386.0,87239.0,13263.0,55183.0,1
29,2,2,2,50000,420,0.1728,102,2,27,0.698,1.0,vehiculo,-1,-1,1,72529.0,55762.0,9295.0,20581.0,1
42,1,1,2,20000,743,1.4342,126,0,29,0.3139,1.0,vehiculo,0,-1,4,42250.0,5533.0,9901.0,50093.0,0
67,2,2,2,30000,474,0.3353,214,1,61,0.5791,0.6513,negocio,4,0,-1,19538.0,72207.0,865.0,1196.0,1
25,2,2,2,150000,627,0.1346,218,0,155,0.1453,0.4434,consumo,7,2,0,66508.0,62617.0,9591.0,29404.0,0
32,1,3,2,10000,850,0.5742,72,0,1,0.0926,1.0,vehiculo,-1,2,0,35324.0,21731.0,23802.0,1164.0,0
21,2,1,3,80000,768,0.1516,250,0,14,0.1459,0.0249,consumo,1,-1,-1,1994.0,8842.0,15922.0,981.0,0
64,1,2,2,150000,589,0.2382,253,2,128,0.4163,0.1126,negocio,0,0,-1,16894.0,16650.0,2819.0,29238.0,1
42,1,4,1,150000,715,0.1743,4,0,33,0.168,0.2886,consumo,0,-1,0,43287.0,149455.0,8665.0,5045.0,0
58,2,1,2,300000,686,0.1905,164,0,46,0.1932,0.3363,consumo,-1,-1,-1,100885.0,105250.0,26431.0,23459.0,0
71,1,2,2,80000,314,0.3217,163,0,8,0.5218,0.2208,vehiculo,-1,0,-1,17661.0,42563.0,6069.0,3015.0,1
39,2,1,1,30000,679,0.5991,36,0,192,0.1851,0.2426,consumo,-1,0,-1,7279.0,203.0,42850.0,7601.0,0
36,2,3,1,150000,728,0.1935,158,0,135,0.2191,0.0757,consumo,0,5,-1,11355.0,34643.0,22862.0,1221.0,0
51,1,2,3,80000,702,0.3486,65,0,2,0.261,1.0,vehiculo,1,2,0,99676.0,22983.0,25500.0,20259.0,0
71,1,3,1,200000,724,0.1831,180,1,7,0.3044,0.2088,vehiculo,0,-1,0,41758.0,158087.0,28394.0,2616.0,0
23,2,1,1,30000,767,0.1018,74,0,38,0.0496,1.0,vehiculo,0,0,-1,126029.0,60218.0,2474.0,6826.0,0
43,1,2,3,10000,635,0.4906,211,0,121,0.1239,1.0,educacion,0,7,4,15054.0,9465.0,13915.0,5871.0,0
62,1,2,1,30000,808,0.1434,11,0,98,0.027,0.6218,consumo,0,0,0,18654.0,28527.0,25534.0,2929.0,0
38,1,2,2,20000,708,0.388,0,0,87,0.1377,1.0,consumo,0,-1,-1,42828.0,1629.0,864.0,15496.0,0
46,2,1,1,150000,593,0.3876,223,1,11,0.1157,0.6121,vivienda,7,0,-1,91813.0,246.0,14124.0,15278.0,0
33,2,1,1,80000,640,0.7231,103,0,25,0.3037,0.1728,negocio,3,-1,0,13826.0,61074.0,40808.0,11533.0,0
78,1,1,2,50000,674,0.6644,32,0,89,0.2927,0.7434,educacion,-1,-1,1,37173.0,14918.0,4070.0,13299.0,0
38,1,1,2,10000,300,0.3054,184,3,25,0.4047,0.0812,vivienda,1,2,-1,812.0,112318.0,30462.0,231.0,1
23,2,2,3,30000,761,0.2559,284,0,1,0.0872,0.6567,negocio,9,3,-1,19703.0,34983.0,10858.0,48895.0,0
78,2,1,1,300000,703,0.274,13,0,10,0.2673,0.3234,vehiculo,0,-1,0,97012.0,1469.0,2781.0,4669.0,0
43,1,2,2,30000,502,0.086,219,0,22,0.3157,0.2494,consumo,-1,-1,-1,7482.0,96637.0,7929.0,602.0,1
23,2,2,2,100000,517,0.6175,62,0,55,0.1955,0.2416,consumo,1,0,0,24160.0,2482.0,58453.0,15168.0,1
75,2,1,2,200000,717,0.396,71,0,81,0.1138,0.0959,negocio,-1,1,0,19180.0,1996.0,65099.0,14075.0,0
45,2,1,3,30000,634,0.167,130,3,42,0.6155,1.0,consumo,2,4,-1,85388.0,24022.0,12558.0,14795.0,1
47,1,1,1,150000,759,0.3246,127,0,28,0.1142,0.6637,consumo,0,-1,0,99551.0,41070.0,29778.0,9466.0,0
78,2,2,2,50000,527,0.16,65,1,19,0.2004,1.0,vehiculo,-1,0,1,67022.0,22000.0,9084.0,3610.0,1
64,2,2,2,100000,528,0.2735,274,1,12,0.3323,0.2674,educacion,-1,-1,9,26742.0,51402.0,4699.0,6295.0,1
47,2,2,1,30000,737,0.4155,41,0,5,0.2692,1.0,consumo,1,-1,-1,32906.0,141000.0,24625.0,61729.0,0
72,2,3,2,100000,425,0.2564,271,3,54,0.4354,0.7547,educacion,-1,-1,-1,75472.0,60639.0,19025.0,2690.0,1
59,2,1,1,30000,668,0.1417,150,0,9,0.1508,1.0,consumo,4,0,1,62944.0,149713.0,3387.0,5490.0,0
45,2,2,1,150000,809,0.1637,68,0,9,0.0798,0.019,vehiculo,-1,-1,0,2847.0,23933.0,952.0,1350.0,0
44,2,2,2,80000,661,0.1999,34,0,8,0.0356,0.5977,vehiculo,0,-1,0,47814.0,103784.0,1269.0,12801.0,0
28,2,1,2,300000,441,0.1452,123,2,76,0.506,0.4774,vehiculo,2,-1,0,143210.0,117338.0,6308.0,19436.0,1
29,2,3,2,100000,445,0.5479,158,0,8,0.3872,0.5904,vehiculo,2,0,-1,59037.0,15255.0,13.0,9221.0,1
66,2,3,2,200000,614,0.3148,5,0,119,0.2754,0.6748,vehiculo,-1,0,0,134955.0,28402.0,1403.0,8719.0,0
57,2,2,1,200000,461,0.4797,68,0,83,0.4001,0.135,negocio,-1,2,-1,26995.0,4582.0,5144.0,40898.0,1
50,1,2,1,80000,575,0.1711,40,1,94,0.3297,0.308,educacion,0,1,0,24643.0,13288.0,7127.0,7410.0,0
73,2,2,1,150000,592,0.3291,123,2,5,0.4158,0.4742,negocio,4,2,0,71124.0,68002.0,55253.0,34117.0,1
39,2,2,2,80000,611,0.3075,184,2,4,0.6003,1.0,vehiculo,0,6,2,91241.0,66743.0,9631.0,24140.0,1
73,2,2,2,10000,689,0.1531,248,0,11,0.2779,1.0,consumo,4,-1,8,84333.0,72153.0,4148.0,613.0,0
36,2,1,1,150000,444,0.6053,251,2,22,0.5781,0.066,vehiculo,3,1,3,9901.0,349.0,6923.0,941.0,1
44,2,1,1,500000,557,0.1134,162,0,6,0.2993,0.0791,vehiculo,-1,5,0,39537.0,172237.0,1330.0,6184.0,0
64,2,1,2,200000,642,0.7289,61,0,1,0.5802,0.1182,educacion,1,-1,-1,23641.0,4644.0,29641.0,211.0,1
41,2,2,2,10000,423,0.4644,129,1,3,0.7018,1.0,educacion,4,-1,0,23480.0,10657.0,8361.0,413.0,1
56,2,3,1,300000,491,0.1327,180,2,26,0.6615,0.5105,consumo,0,6,2,153147.0,19992.0,5234.0,7426.0,1
60,2,2,1,30000,403,0.3368,284,3,194,0.5543,1.0,vehiculo,0,9,2,85860.0,67551.0,12574.0,24038.0,1
59,2,2,2,10000,611,0.3977,71,2,21,0.6733,1.0,educacion,-1,-1,2,36530.0,9948.0,12741.0,7608.0,1
67,1,2,1,10000,556,0.2707,103,4,95,0.469,1.0,educacion,0,3,-1,80971.0,108102.0,4903.0,13431.0,1
26,1,1,2,50000,803,0.5491,3,0,1,0.1313,0.2159,vehiculo,0,-1,0,10797.0,40587.0,36264.0,15689.0,0
25,2,2,2,50000,532,0.2591,129,1,4,0.4262,0.6144,vivienda,1,0,4,30718.0,7160.0,34623.0,803.0,1
34,2,2,2,20000,716,0.1855,97,0,9,0.1318,1.0,negocio,-1,-1,0,82166.0,182136.0,11062.0,15269.0,0
73,1,3,2,20000,682,0.1162,215,0,47,0.3254,1.0,consumo,0,0,0,171242.0,73391.0,4059.0,21757.0,0
65,1,2,1,50000,519,0.4575,94,1,1,0.4768,0.1853,educacion,0,3,0,9266.0,59452.0,10824.0,24668.0,1
62,1,2,2,30000,563,0.534,98,0,34,0.2176,0.7528,consumo,0,-1,-1,22584.0,46483.0,23904.0,2544.0,0
70,2,3,2,100000,767,0.422,104,0,52,0.2735,0.0669,educacion,-1,1,3,6691.0,49996.0,21679.0,10875.0,0
24,2,1,2,50000,765,0.1988,34,0,1,0.144,0.0668,negocio,1,1,0,3342.0,44718.0,3025.0,23149.0,0
28,2,1,2,50000,575,0.387,185,2,72,0.4342,0.2109,consumo,-1,2,3,10547.0,1136.0,31009.0,3685.0,1
44,1,2,1,150000,687,0.7535,128,0,10,0.3584,0.4481,consumo,4,0,0,67214.0,27370.0,43836.0,66784.0,0
31,1,2,2,50000,620,0.1954,153,4,4,0.6418,1.0,consumo,0,-1,-1,77543.0,121507.0,27716.0,24803.0,1
37,2,2,1,20000,672,0.1107,252,0,14,0.0957,1.0,vivienda,8,-1,-1,121788.0,79727.0,6444.0,2671.0,0
70,1,1,2,30000,594,0.2281,217,0,31,0.3634,0.2313,educacion,4,7,0,6939.0,1275.0,4397.0,22246.0,0
41,2,3,2,100000,704,0.1697,32,2,147,0.2449,0.6976,consumo,-1,-1,0,69762.0,54793.0,1397.0,10554.0,0
77,1,2,1,20000,667,0.3492,151,0,42,0.1148,0.8795,negocio,2,0,0,17591.0,141343.0,24332.0,37221.0,0
46,1,1,1,100000,501,0.0805,91,0,40,0.4259,1.0,consumo,-1,-1,0,158083.0,20005.0,11467.0,6692.0,1
63,2,1,2,150000,633,0.3174,159,5,27,0.6441,0.0438,vehiculo,5,1,-1,6571.0,67579.0,6855.0,4281.0,1
68,1,3,2,100000,538,0.4687,98,1,55,0.0118,0.3638,vehiculo,1,-1,3,36376.0,12384.0,14484.0,5913.0,0
64,1,2,1,50000,562,0.0778,38,0,42,0.2042,0.8862,consumo,-1,1,-1,44311.0,43643.0,2118.0,6249.0,0
65,2,2,1,100000,528,0.074,36,1,19,0.6196,1.0,vivienda,-1,-1,1,185015.0,74690.0,1622.0,1628.0,1
47,1,1,2,200000,831,0.1369,162,0,1,0.1193,0.321,negocio,1,0,5,64208.0,236870.0,6544.0,14619.0,0
36,2,1,1,50000,734,0.2955,8,0,94,0.1364,0.7937,consumo,0,0,-1,39687.0,95891.0,765.0,2625.0,0
75,1,2,2,30000,751,0.867,71,0,22,0.1954,1.0,consumo,-1,-1,2,39445.0,6286.0,14916.0,13863.0,0
46,2,2,2,300000,484,0.3083,134,1,9,0.4731,0.0921,negocio,0,-1,4,27617.0,97891.0,152.0,3141.0,1
73,2,1,2,200000,318,0.3188,128,5,74,0.4587,0.4811,consumo,2,1,-1,96221.0,18408.0,19242.0,36528.0,1
53,2,3,3,30000,541,0.2593,187,1,51,0.4779,0.004,negocio,-1,-1,2,119.0,4345.0,4687.0,4201.0,1
51,2,1,1,20000,700,0.4664,44,1,31,0.2763,1.0,vehiculo,-1,0,0,46739.0,1339.0,9163.0,1169.0,0
68,2,2,1,50000,774,0.2985,4,0,1,0.2347,0.2259,consumo,-1,-1,-1,11295.0,21116.0,343.0,24572.0,0
67,1,2,1,80000,596,0.1887,121,2,20,0.5221,1.0,educacion,-1,0,-1,135834.0,134468.0,17889.0,12920.0,1
26,1,3,1,20000,674,0.8403,162,0,138,0.1748,1.0,negocio,0,2,5,21197.0,62579.0,2520.0,9675.0,0
64,1,3,1,10000,620,0.5324,0,0,118,0.1715,1.0,consumo,-1,0,0,89413.0,54662.0,763.0,17646.0,0
28,2,1,1,200000,850,0.2044,9,0,24,0.3198,0.0833,vehiculo,-1,0,-1,16651.0,15832.0,8228.0,3226.0,0
27,2,2,1,300000,602,0.1752,42,0,23,0.1307,0.0831,vehiculo,0,0,1,24939.0,169030.0,27128.0,3415.0,0
54,1,1,2,10000,587,0.2545,240,2,23,0.6909,1.0,vivienda,0,-1,1,39665.0,57013.0,9998.0,1480.0,1
64,2,2,1,200000,676,0.4488,186,2,22,0.083,0.393,vehiculo,-1,-1,4,78604.0,22211.0,2705.0,17165.0,0
73,1,3,2,50000,400,0.5518,64,2,3,0.345,0.4254,consumo,0,1,2,21269.0,8539.0,543.0,2241.0,1
34,2,2,1,20000,565,0.1927,245,2,154,0.1747,0.6686,consumo,4,2,0,13372.0,149386.0,10831.0,609.0,1
36,2,2,1,50000,573,0.0715,162,1,44,0.6019,1.0,negocio,0,1,0,182709.0,313219.0,8462.0,8001.0,1
63,2,1,3,200000,661,0.5986,152,1,41,0.3121,0.4857,vivienda,5,5,2,97134.0,8395.0,11434.0,8890.0,0
72,2,1,1,20000,473,0.2291,96,1,1,0.4136,1.0,educacion,3,-1,0,34929.0,60271.0,12005.0,9779.0,1
29,1,1,2,20000,513,0.1469,60,2,29,0.5862,1.0,educacion,-1,-1,2,114652.0,10688.0,6757.0,22284.0,1
30,2,1,2,500000,636,0.2344,125,0,42,0.2423,0.0478,consumo,1,0,2,23878.0,72010.0,7186.0,16856.0,0
37,1,1,1,30000,676,0.7781,160,0,14,0.0471,0.0301,vehiculo,-1,0,5,904.0,53948.0,13851.0,10874.0,0
32,2,3,1,200000,725,0.1026,3,0,1,0.2474,0.2856,consumo,-1,0,-1,57118.0,292910.0,9885.0,13193.0,0
26,1,1,1,80000,756,0.3592,214,0,64,0.3987,0.8259,vivienda,1,0,0,66072.0,16845.0,18994.0,1002.0,0
39,1,1,3,30000,718,0.3299,157,0,45,0.0843,1.0,consumo,1,0,-1,78327.0,27330.0,45814.0,7016.0,0
63,2,2,3,30000,581,0.3176,151,2,28,0.3687,0.8785,consumo,1,0,5,26355.0,18288.0,3925.0,1120.0,1
61,1,3,2,50000,698,0.6008,151,0,10,0.2713,1.0,consumo,-1,-1,3,88691.0,28582.0,27822.0,22912.0,0
73,1,2,2,20000,552,0.1177,64,2,70,0.3806,0.063,educacion,0,0,-1,1261.0,31720.0,2487.0,4077.0,1
49,2,1,1,150000,555,0.1531,194,4,99,0.1395,0.2015,educacion,0,-1,6,30230.0,168531.0,21222.0,18648.0,1
26,2,2,2,50000,745,0.1193,192,0,36,0.0743,0.331,vehiculo,6,-1,0,16550.0,15909.0,10831.0,6465.0,0
45,2,2,2,200000,721,0.1569,283,1,5,0.2159,0.0137,vehiculo,2,2,0,2737.0,218410.0,19308.0,2861.0,0
77,2,3,2,300000,660,0.5607,35,3,12,0.2868,0.0649,consumo,0,0,-1,19460.0,12448.0,16305.0,19653.0,1
44,2,3,1,300000,625,0.1649,35,0,24,0.1801,0.1531,consumo,0,0,-1,45925.0,249632.0,5363.0,35526.0,0
45,1,1,2,100000,677,0.2808,216,0,17,0.2004,0.7869,negocio,4,0,7,78690.0,33649.0,59965.0,974.0,0
36,2,2,1,80000,633,0.1284,71,0,22,0.1248,1.0,educacion,2,0,-1,189448.0,53989.0,3803.0,16590.0,0
72,2,2,3,20000,666,0.2821,64,1,137,0.1232,0.2891,consumo,0,2,1,5782.0,5365.0,6375.0,8319.0,0
36,2,3,3,150000,530,0.3273,254,2,79,0.5143,0.6186,consumo,5,0,-1,92787.0,33113.0,25020.0,8690.0,1
26,2,1,3,20000,595,0.1303,217,0,18,0.1375,1.0,consumo,7,-1,0,27195.0,28800.0,8379.0,5454.0,0
57,1,2,1,20000,718,0.2891,156,0,72,0.2304,1.0,vehiculo,2,0,0,21502.0,13499.0,2781.0,7357.0,0
41,1,2,2,200000,365,0.2347,63,2,19,0.4028,0.0253,consumo,-1,-1,2,5059.0,85160.0,923.0,14878.0,1
24,1,2,2,200000,728,0.4074,35,0,30,0.0859,0.2324,vehiculo,1,1,-1,46486.0,43586.0,20949.0,30680.0,0
54,1,2,1,50000,697,0.2379,210,0,29,0.2093,0.2936,vehiculo,0,7,-1,14680.0,21153.0,6743.0,14690.0,0
48,1,2,2,150000,736,0.2675,134,1,11,0.1209,0.3419,negocio,-1,-1,1,51284.0,71680.0,16833.0,1109.0,0
58,2,3,2,30000,658,0.1536,98,1,29,0.3318,0.1703,consumo,-1,0,0,5108.0,87815.0,7580.0,5570.0,0
61,1,2,2,200000,719,0.3045,103,1,61,0.1048,0.1954,negocio,-1,0,0,39079.0,35280.0,10137.0,32839.0,0
48,2,2,1,100000,511,0.3174,192,0,30,0.0544,0.0145,consumo,0,6,0,1455.0,77803.0,13826.0,7252.0,0
37,2,2,3,200000,523,0.1415,164,3,62,0.3901,1.0,consumo,0,0,-1,236755.0,46836.0,19624.0,11182.0,1
34,1,3,2,50000,645,0.3119,33,1,107,0.1054,0.6326,consumo,1,-1,1,31630.0,1524.0,460.0,6495.0,0
27,2,1,3,10000,609,0.3847,94,0,26,0.2219,0.5251,consumo,3,0,1,5252.0,7650.0,10540.0,40224.0,0
42,2,1,1,500000,695,0.3849,252,1,95,0.1374,0.1345,negocio,-1,-1,3,67274.0,2147.0,10243.0,28685.0,0
71,2,3,2,150000,686,0.2553,61,0,12,0.1512,0.1684,vehiculo,-1,-1,2,25256.0,12775.0,13505.0,20637.0,0
21,2,2,2,20000,491,0.2229,131,1,50,0.6011,1.0,consumo,-1,4,0,65444.0,34376.0,26134.0,11824.0,1
49,1,1,1,100000,570,0.113,133,0,45,0.0578,0.7852,consumo,1,0,3,78523.0,35334.0,2600.0,553.0,0
72,2,3,1,300000,571,0.4565,133,2,30,0.3575,0.0516,consumo,-1,4,-1,15470.0,3299.0,11115.0,11703.0,1
51,2,3,2,200000,508,0.3853,91,2,19,0.3285,0.3027,consumo,-1,0,0,60549.0,13005.0,7280.0,6958.0,1
50,1,3,2,300000,509,0.6068,66,3,30,0.5078,0.1259,vivienda,0,1,-1,37768.0,32883.0,29221.0,2972.0,1
77,2,1,3,20000,789,0.2507,67,0,42,0.1035,1.0,educacion,-1,2,2,89204.0,76299.0,9050.0,6792.0,0
35,2,1,2,200000,644,0.2964,153,0,2,0.4558,0.1773,educacion,1,-1,5,35465.0,52702.0,6541.0,8179.0,0
38,1,2,1,200000,700,0.4487,193,1,16,0.2576,0.043,consumo,0,4,1,8609.0,23504.0,33091.0,18414.0,0
55,2,2,3,20000,565,0.7231,6,1,5,0.2355,1.0,vehiculo,-1,-1,-1,23911.0,6189.0,3670.0,15647.0,0
70,1,4,1,150000,580,0.1279,60,2,44,0.5374,0.235,educacion,2,-1,-1,35246.0,193209.0,4537.0,12035.0,1
50,2,3,2,100000,659,1.1913,102,0,44,0.0643,0.51,negocio,1,2,-1,51002.0,18317.0,24647.0,36691.0,0
54,1,3,1,100000,602,0.6895,245,1,149,0.4142,0.4174,consumo,-1,-1,1,41745.0,43440.0,21253.0,19436.0,0
62,1,1,1,100000,763,0.3186,162,1,110,0.0546,0.2832,consumo,1,0,5,28319.0,10738.0,3652.0,25790.0,0
31,2,2,3,30000,491,0.2123,164,0,32,0.6475,1.0,consumo,5,-1,-1,87618.0,64817.0,41393.0,8453.0,1
47,1,3,2,20000,502,0.2585,249,1,6,0.5948,0.477,vivienda,0,1,8,9540.0,30218.0,12701.0,10684.0,1
44,1,1,1,30000,508,0.2043,123,2,33,0.6694,0.3203,consumo,0,0,0,9610.0,4520.0,8913.0,3162.0,1
55,2,1,1,300000,524,0.1464,132,0,59,0.4828,0.0867,educacion,-1,0,1,26010.0,31318.0,13336.0,23426.0,1
59,1,2,2,30000,635,0.396,277,0,6,0.1483,1.0,consumo,2,1,-1,96052.0,727.0,27745.0,207.0,0
28,2,1,2,50000,430,0.1149,65,1,24,0.6985,0.6339,educacion,2,0,-1,31697.0,8189.0,15742.0,6826.0,1
71,1,3,1,50000,555,0.188,280,3,101,0.2773,1.0,vehiculo,4,-1,9,205303.0,19282.0,20647.0,2639.0,1
38,2,1,2,300000,675,0.2313,133,0,29,0.2204,0.5351,educacion,1,4,0,160536.0,60770.0,17071.0,22876.0,1
33,1,2,1,20000,556,0.1145,222,0,2,0.382,0.9547,educacion,7,0,-1,19095.0,4797.0,4493.0,1224.0,1
65,1,4,1,80000,433,0.1312,212,1,31,0.3691,1.0,vivienda,7,0,3,146884.0,46508.0,121.0,2405.0,1
44,1,4,1,150000,624,0.4349,215,0,12,0.3691,0.3621,negocio,0,7,-1,54312.0,2456.0,2902.0,59394.0,0
